episode,steps_so_far,ep_reward,ep_length,success,epsilon
1,1706,-4811,1706,1,0.70252
2,1948,-563,242,1,0.62243
3,2225,-834,277,1,0.54191
4,7225,-8556,5000,0,0.04445
5,12225,-7064,5000,0,0.01
6,17225,-6124,5000,0,0.01
7,22225,-6236,5000,0,0.01
8,22335,-119,110,1,0.01
9,27335,-6376,5000,0,0.01
10,32335,-5944,5000,0,0.01
11,37335,-6216,5000,0,0.01
12,42335,-5968,5000,0,0.01
13,47335,-5972,5000,0,0.01
14,52335,-6016,5000,0,0.01
15,57335,-5960,5000,0,0.01
16,62335,-6068,5000,0,0.01
17,67335,-6744,5000,0,0.01
18,72335,-6000,5000,0,0.01
19,77335,-6316,5000,0,0.01
20,82335,-6060,5000,0,0.01
21,87335,-5980,5000,0,0.01
22,89116,-2106,1781,1,0.01
23,94116,-6556,5000,0,0.01
24,96364,-2697,2248,1,0.01
25,99630,-4547,3266,1,0.01
26,100482,-1037,852,1,0.01
27,105482,-6124,5000,0,0.01
28,110482,-5992,5000,0,0.01
29,115482,-6092,5000,0,0.01
30,120482,-5996,5000,0,0.01
31,125482,-6100,5000,0,0.01
32,130482,-6092,5000,0,0.01
33,135482,-5964,5000,0,0.01
34,140482,-6184,5000,0,0.01
35,145482,-6028,5000,0,0.01
36,150482,-6184,5000,0,0.01
37,155482,-6320,5000,0,0.01
38,160482,-6272,5000,0,0.01
39,165482,-6044,5000,0,0.01
40,170482,-6096,5000,0,0.01
41,175482,-6204,5000,0,0.01
42,180482,-6300,5000,0,0.01
43,185482,-6312,5000,0,0.01
44,190482,-6132,5000,0,0.01
45,191199,-1010,717,1,0.01
46,196199,-5924,5000,0,0.01
47,201199,-5864,5000,0,0.01
48,206199,-6520,5000,0,0.01
49,210591,-5321,4392,1,0.01
50,211886,-1564,1295,1,0.01
51,216583,-5838,4697,1,0.01
52,217948,-1602,1365,1,0.01
53,218053,-110,105,1,0.01
54,223053,-8284,5000,0,0.01
55,223376,-384,323,1,0.01
56,228376,-6088,5000,0,0.01
57,228443,-80,67,1,0.01
58,228969,-807,526,1,0.01
59,229114,-174,145,1,0.01
60,229421,-352,307,1,0.01
61,230079,-795,658,1,0.01
62,230310,-252,231,1,0.01
63,230376,-67,66,1,0.01
64,231276,-1037,900,1,0.01
65,231568,-357,292,1,0.01
66,231916,-381,348,1,0.01
67,232195,-388,279,1,0.01
68,232392,-218,197,1,0.01
69,232779,-432,387,1,0.01
70,233409,-711,630,1,0.01
71,233599,-199,190,1,0.01
72,234177,-827,578,1,0.01
73,234389,-221,212,1,0.01
74,234653,-289,264,1,0.01
75,234751,-91,98,1,0.01
76,234898,-184,147,1,0.01
77,235410,-561,512,1,0.01
78,235561,-156,151,1,0.01
79,240561,-6120,5000,0,0.01
80,240823,-311,262,1,0.01
81,241018,-248,195,1,0.01
82,241388,-411,370,1,0.01
83,241989,-678,601,1,0.01
84,242533,-665,544,1,0.01
85,242864,-376,331,1,0.01
86,243031,-188,167,1,0.01
87,243247,-241,216,1,0.01
88,243460,-234,213,1,0.01
89,243872,-477,412,1,0.01
90,244557,-770,685,1,0.01
91,245261,-801,704,1,0.01
92,246063,-923,802,1,0.01
93,246339,-317,276,1,0.01
94,246676,-382,337,1,0.01
95,249000,-2813,2324,1,0.01
96,249217,-238,217,1,0.01
97,249298,-78,81,1,0.01
98,249524,-251,226,1,0.01
99,249763,-300,239,1,0.01
100,249972,-294,209,1,0.01
101,250385,-546,413,1,0.01
102,250579,-267,194,1,0.01
103,250716,-158,137,1,0.01
104,250794,-87,78,1,0.01
105,251178,-433,384,1,0.01
106,251394,-265,216,1,0.01
107,251462,-77,68,1,0.01
108,251936,-555,474,1,0.01
109,252373,-522,437,1,0.01
110,252543,-187,170,1,0.01
111,252747,-229,204,1,0.01
112,253012,-302,265,1,0.01
113,253106,-119,94,1,0.01
114,253618,-609,512,1,0.01
115,253769,-164,151,1,0.01
116,254081,-361,312,1,0.01
117,254141,-61,60,1,0.01
118,254294,-158,153,1,0.01
119,254347,-58,53,1,0.01
120,254444,-102,97,1,0.01
121,254592,-165,148,1,0.01
122,254638,-55,46,1,0.01
123,255287,-974,649,1,0.01
124,255529,-291,242,1,0.01
125,255637,-117,108,1,0.01
126,256124,-572,487,1,0.01
127,256386,-295,262,1,0.01
128,256548,-187,162,1,0.01
129,256662,-123,114,1,0.01
130,256910,-273,248,1,0.01
131,257025,-128,115,1,0.01
132,257081,-57,56,1,0.01
133,257211,-139,130,1,0.01
134,257315,-113,104,1,0.01
135,257824,-594,509,1,0.01
136,257938,-139,114,1,0.01
137,258129,-220,191,1,0.01
138,258208,-140,79,1,0.01
139,259824,-1929,1616,1,0.01
140,259974,-159,150,1,0.01
141,260071,-102,97,1,0.01
142,260180,-114,109,1,0.01
143,260270,-99,90,1,0.01
144,260410,-149,140,1,0.01
145,260462,-45,52,1,0.01
146,260586,-149,124,1,0.01
147,260757,-184,171,1,0.01
148,260807,-59,50,1,0.01
149,260850,-32,43,1,0.01
150,260950,-101,100,1,0.01
151,260997,-44,47,1,0.01
152,261119,-131,122,1,0.01
153,261275,-165,156,1,0.01
154,261366,-88,91,1,0.01
155,261568,-243,202,1,0.01
156,261654,-103,86,1,0.01
157,261703,-54,49,1,0.01
158,261824,-126,121,1,0.01
159,261897,-86,73,1,0.01
160,261971,-67,74,1,0.01
161,262177,-239,206,1,0.01
162,262270,-98,93,1,0.01
163,262382,-129,112,1,0.01
164,262563,-210,181,1,0.01
165,262604,-30,41,1,0.01
166,262650,-55,46,1,0.01
167,262749,-120,99,1,0.01
168,262816,-64,67,1,0.01
169,262996,-205,180,1,0.01
170,263056,-61,60,1,0.01
171,263101,-42,45,1,0.01
172,263168,-72,67,1,0.01
173,263212,-45,44,1,0.01
174,263260,-41,48,1,0.01
175,263310,-59,50,1,0.01
176,263380,-71,70,1,0.01
177,263425,-42,45,1,0.01
178,263507,-83,82,1,0.01
179,263551,-37,44,1,0.01
180,263593,-35,42,1,0.01
181,263661,-69,68,1,0.01
182,263714,-50,53,1,0.01
183,263807,-98,93,1,0.01
184,263884,-82,77,1,0.01
185,264016,-141,132,1,0.01
186,264058,-35,42,1,0.01
187,264125,-72,67,1,0.01
188,264174,-46,49,1,0.01
189,264222,-57,48,1,0.01
190,264267,-42,45,1,0.01
191,264314,-44,47,1,0.01
192,264387,-70,73,1,0.01
193,264462,-88,75,1,0.01
194,264505,-40,43,1,0.01
195,264558,-42,53,1,0.01
196,264621,-60,63,1,0.01
197,264679,-59,58,1,0.01
198,264727,-41,48,1,0.01
199,264781,-55,54,1,0.01
200,264843,-55,62,1,0.01
201,264891,-49,48,1,0.01
202,264950,-64,59,1,0.01
203,264993,-40,43,1,0.01
204,265075,-227,82,1,0.01
205,265147,-73,72,1,0.01
206,265196,-46,49,1,0.01
207,265244,-49,48,1,0.01
208,265318,-67,74,1,0.01
209,265365,-52,47,1,0.01
210,265431,-75,66,1,0.01
211,265484,-50,53,1,0.01
212,265550,-59,66,1,0.01
213,265599,-46,49,1,0.01
214,265651,-53,52,1,0.01
215,265696,-42,45,1,0.01
216,265817,-126,121,1,0.01
217,265862,-42,45,1,0.01
218,265908,-39,46,1,0.01
219,265959,-72,51,1,0.01
220,266003,-45,44,1,0.01
221,266647,-757,644,1,0.01
222,266714,-64,67,1,0.01
223,266769,-52,55,1,0.01
224,266814,-50,45,1,0.01
225,266858,-37,44,1,0.01
226,266904,-39,46,1,0.01
227,266965,-74,61,1,0.01
228,267007,-35,42,1,0.01
229,267053,-47,46,1,0.01
230,267095,-35,42,1,0.01
231,267139,-45,44,1,0.01
232,267181,-35,42,1,0.01
233,267223,-35,42,1,0.01
234,267271,-57,48,1,0.01
235,267365,-247,94,1,0.01
236,267410,-34,45,1,0.01
237,267457,-52,47,1,0.01
238,267513,-81,56,1,0.01
239,267557,-45,44,1,0.01
240,267613,-57,56,1,0.01
241,267660,-44,47,1,0.01
242,267718,-59,58,1,0.01
243,267835,-130,117,1,0.01
244,267885,-43,50,1,0.01
245,267929,-37,44,1,0.01
246,267972,-40,43,1,0.01
247,268020,-49,48,1,0.01
248,268108,-105,88,1,0.01
249,268227,-116,119,1,0.01
250,268296,-66,69,1,0.01
251,268372,-77,76,1,0.01
252,268414,-35,42,1,0.01
253,268456,-35,42,1,0.01
254,268538,-99,82,1,0.01
255,268584,-39,46,1,0.01
256,268656,-73,72,1,0.01
257,268710,-47,54,1,0.01
258,268757,-44,47,1,0.01
259,268800,-32,43,1,0.01
260,268847,-36,47,1,0.01
261,268889,-35,42,1,0.01
262,268932,-40,43,1,0.01
263,268989,-62,57,1,0.01
264,269084,-100,95,1,0.01
265,269126,-35,42,1,0.01
266,269170,-45,44,1,0.01
267,269214,-37,44,1,0.01
268,269267,-66,53,1,0.01
269,269316,-46,49,1,0.01
270,269364,-49,48,1,0.01
271,269408,-37,44,1,0.01
272,269455,-44,47,1,0.01
273,269499,-37,44,1,0.01
274,269551,-53,52,1,0.01
275,269593,-35,42,1,0.01
276,269638,-50,45,1,0.01
277,269683,-42,45,1,0.01
278,269728,-42,45,1,0.01
279,269788,-53,60,1,0.01
280,269833,-42,45,1,0.01
281,269881,-49,48,1,0.01
282,269930,-54,49,1,0.01
283,269972,-35,42,1,0.01
284,270015,-40,43,1,0.01
285,270058,-40,43,1,0.01
