episode,steps_so_far,ep_reward,ep_length,success,epsilon
1,1706,-4811,1706,1,0.70252
2,6706,-9608,5000,0,0.05763
3,11706,-8116,5000,0,0.01
4,16706,-6200,5000,0,0.01
5,21706,-7704,5000,0,0.01
6,26706,-6144,5000,0,0.01
7,31706,-6036,5000,0,0.01
8,36706,-6856,5000,0,0.01
9,41706,-6212,5000,0,0.01
10,46706,-6116,5000,0,0.01
11,51706,-6508,5000,0,0.01
12,56706,-6068,5000,0,0.01
13,61706,-6104,5000,0,0.01
14,66706,-6524,5000,0,0.01
15,71706,-6100,5000,0,0.01
16,76706,-8272,5000,0,0.01
17,81706,-6016,5000,0,0.01
18,86706,-6104,5000,0,0.01
19,91706,-6040,5000,0,0.01
20,96706,-6116,5000,0,0.01
21,101706,-6284,5000,0,0.01
22,106706,-6212,5000,0,0.01
23,111706,-6552,5000,0,0.01
24,116706,-6060,5000,0,0.01
25,121706,-6640,5000,0,0.01
26,126706,-6172,5000,0,0.01
27,131706,-5972,5000,0,0.01
28,136706,-6032,5000,0,0.01
29,141706,-6068,5000,0,0.01
30,146706,-5968,5000,0,0.01
31,151706,-6044,5000,0,0.01
32,156706,-6044,5000,0,0.01
33,161706,-6024,5000,0,0.01
34,166706,-6016,5000,0,0.01
35,171706,-6008,5000,0,0.01
36,176706,-5972,5000,0,0.01
37,181706,-6056,5000,0,0.01
38,186706,-6116,5000,0,0.01
39,191706,-6012,5000,0,0.01
40,196706,-6036,5000,0,0.01
41,201706,-6012,5000,0,0.01
42,206706,-5972,5000,0,0.01
43,210166,-10261,3460,1,0.01
44,212070,-7793,1904,1,0.01
45,217070,-6760,5000,0,0.01
46,217205,-452,135,1,0.01
47,217262,-86,57,1,0.01
48,217368,-323,106,1,0.01
49,222368,-6888,5000,0,0.01
50,227368,-7420,5000,0,0.01
51,232368,-6560,5000,0,0.01
52,237368,-8148,5000,0,0.01
53,242368,-8568,5000,0,0.01
54,247368,-6228,5000,0,0.01
55,252368,-6028,5000,0,0.01
56,257368,-6684,5000,0,0.01
57,262368,-6344,5000,0,0.01
58,267368,-6436,5000,0,0.01
59,272368,-7304,5000,0,0.01
60,277368,-6208,5000,0,0.01
61,282368,-8828,5000,0,0.01
62,287368,-6068,5000,0,0.01
63,292368,-6056,5000,0,0.01
64,297368,-6704,5000,0,0.01
65,302368,-6088,5000,0,0.01
66,307368,-6084,5000,0,0.01
67,312368,-6188,5000,0,0.01
68,317368,-8248,5000,0,0.01
69,322368,-6104,5000,0,0.01
70,327368,-5848,5000,0,0.01
71,332368,-6276,5000,0,0.01
72,337368,-6144,5000,0,0.01
73,342368,-6628,5000,0,0.01
74,347368,-6044,5000,0,0.01
75,352368,-5772,5000,0,0.01
76,357368,-5756,5000,0,0.01
77,362368,-5828,5000,0,0.01
78,364710,-2727,2342,1,0.01
79,366457,-2376,1747,1,0.01
80,371457,-6600,5000,0,0.01
81,372127,-911,670,1,0.01
82,372243,-197,116,1,0.01
83,372321,-95,78,1,0.01
84,372416,-108,95,1,0.01
85,373258,-1099,842,1,0.01
86,376047,-4506,2789,1,0.01
87,376308,-306,261,1,0.01
88,376670,-435,362,1,0.01
89,376740,-143,70,1,0.01
90,376804,-73,64,1,0.01
91,377528,-1693,724,1,0.01
92,377682,-187,154,1,0.01
93,377872,-199,190,1,0.01
94,378305,-550,433,1,0.01
95,378651,-499,346,1,0.01
96,378769,-143,118,1,0.01
97,379143,-663,374,1,0.01
98,379289,-163,146,1,0.01
99,379442,-222,153,1,0.01
100,379824,-431,382,1,0.01
101,379926,-215,102,1,0.01
102,380220,-407,294,1,0.01
103,380300,-113,80,1,0.01
104,380448,-165,148,1,0.01
105,380538,-99,90,1,0.01
106,380648,-199,110,1,0.01
107,380743,-116,95,1,0.01
108,380825,-91,82,1,0.01
109,381962,-2798,1137,1,0.01
110,383133,-1544,1171,1,0.01
111,383965,-1561,832,1,0.01
112,387393,-4205,3428,1,0.01
113,388874,-1814,1481,1,0.01
114,390835,-2406,1961,1,0.01
115,391533,-835,698,1,0.01
116,396533,-7076,5000,0,0.01
117,401533,-6064,5000,0,0.01
118,406533,-6776,5000,0,0.01
119,411533,-6072,5000,0,0.01
120,416533,-6460,5000,0,0.01
121,418247,-2083,1714,1,0.01
122,418698,-1056,451,1,0.01
123,420034,-1601,1336,1,0.01
124,420164,-147,130,1,0.01
125,420257,-122,93,1,0.01
126,420346,-134,89,1,0.01
127,420569,-396,223,1,0.01
128,420659,-99,90,1,0.01
129,420728,-66,69,1,0.01
130,425728,-6112,5000,0,0.01
131,425911,-212,183,1,0.01
132,426183,-353,272,1,0.01
133,426729,-667,546,1,0.01
134,429089,-3473,2360,1,0.01
135,429197,-197,108,1,0.01
136,429454,-526,257,1,0.01
137,429643,-306,189,1,0.01
138,429785,-287,142,1,0.01
139,430072,-356,287,1,0.01
140,434067,-5368,3995,1,0.01
141,434327,-589,260,1,0.01
142,434385,-67,58,1,0.01
143,434463,-87,78,1,0.01
144,434556,-98,93,1,0.01
145,434696,-205,140,1,0.01
146,434866,-195,170,1,0.01
147,434942,-85,76,1,0.01
148,435098,-501,156,1,0.01
149,435237,-160,139,1,0.01
150,435412,-292,175,1,0.01
151,435488,-69,76,1,0.01
152,435585,-102,97,1,0.01
153,435748,-472,163,1,0.01
154,436011,-620,263,1,0.01
155,436116,-198,105,1,0.01
156,436197,-86,81,1,0.01
157,436377,-221,180,1,0.01
158,436538,-206,161,1,0.01
159,436758,-301,220,1,0.01
160,436844,-103,86,1,0.01
161,436973,-270,129,1,0.01
162,437161,-269,188,1,0.01
163,437303,-287,142,1,0.01
164,437500,-226,197,1,0.01
165,437868,-649,368,1,0.01
166,438009,-170,141,1,0.01
167,438160,-324,151,1,0.01
168,438244,-85,84,1,0.01
169,438416,-429,172,1,0.01
170,438497,-126,81,1,0.01
171,438565,-61,68,1,0.01
172,438618,-50,53,1,0.01
173,438720,-127,102,1,0.01
174,438882,-323,162,1,0.01
175,438962,-161,80,1,0.01
176,439025,-60,63,1,0.01
177,439082,-54,57,1,0.01
178,439131,-46,49,1,0.01
179,439212,-94,81,1,0.01
180,439774,-963,562,1,0.01
181,440494,-865,720,1,0.01
182,440823,-430,329,1,0.01
183,440976,-198,153,1,0.01
184,441190,-247,214,1,0.01
185,441286,-233,96,1,0.01
186,441363,-82,77,1,0.01
187,441459,-105,96,1,0.01
188,441636,-206,177,1,0.01
189,441684,-41,48,1,0.01
190,441742,-59,58,1,0.01
191,441790,-41,48,1,0.01
