episode,steps_so_far,ep_reward,ep_length,success,epsilon
1,2771,-6896,2771,1,0.41242
2,3880,-2266,1109,1,0.23684
3,3929,-70,49,1,0.23111
4,8929,-6988,5000,0,0.01896
5,13929,-6192,5000,0,0.01
6,18929,-6288,5000,0,0.01
7,23929,-6176,5000,0,0.01
8,28929,-6084,5000,0,0.01
9,33929,-6276,5000,0,0.01
10,38929,-6336,5000,0,0.01
11,43929,-6752,5000,0,0.01
12,48929,-6152,5000,0,0.01
13,53929,-5904,5000,0,0.01
14,58929,-5948,5000,0,0.01
15,63929,-6020,5000,0,0.01
16,68929,-5480,5000,0,0.01
17,73929,-5528,5000,0,0.01
18,78929,-5524,5000,0,0.01
19,83929,-5532,5000,0,0.01
20,88929,-5616,5000,0,0.01
21,93929,-5732,5000,0,0.01
22,98929,-6736,5000,0,0.01
23,103929,-5956,5000,0,0.01
24,108929,-6288,5000,0,0.01
25,113929,-5792,5000,0,0.01
26,118929,-5576,5000,0,0.01
27,123929,-5624,5000,0,0.01
28,128929,-5824,5000,0,0.01
29,133929,-5748,5000,0,0.01
30,138929,-5540,5000,0,0.01
31,143929,-5728,5000,0,0.01
32,148929,-5596,5000,0,0.01
33,153929,-5484,5000,0,0.01
34,158929,-5768,5000,0,0.01
35,163929,-5532,5000,0,0.01
36,168929,-5412,5000,0,0.01
37,173929,-5552,5000,0,0.01
38,178929,-5496,5000,0,0.01
39,183929,-5536,5000,0,0.01
40,188929,-5404,5000,0,0.01
41,193929,-9696,5000,0,0.01
42,198929,-5500,5000,0,0.01
43,200677,-3069,1748,1,0.01
44,205677,-6080,5000,0,0.01
45,210677,-5792,5000,0,0.01
46,215677,-6076,5000,0,0.01
47,220677,-5512,5000,0,0.01
48,225677,-5436,5000,0,0.01
49,230677,-6140,5000,0,0.01
50,235677,-6824,5000,0,0.01
51,240677,-5380,5000,0,0.01
52,245677,-5416,5000,0,0.01
53,250677,-5336,5000,0,0.01
54,255677,-5444,5000,0,0.01
55,260677,-5364,5000,0,0.01
56,265677,-5332,5000,0,0.01
57,270677,-5408,5000,0,0.01
58,275677,-5372,5000,0,0.01
59,280677,-5404,5000,0,0.01
60,285677,-5456,5000,0,0.01
61,290677,-5356,5000,0,0.01
62,295677,-5460,5000,0,0.01
63,300677,-5440,5000,0,0.01
64,305677,-5412,5000,0,0.01
65,310677,-5420,5000,0,0.01
66,315677,-5468,5000,0,0.01
67,320677,-5464,5000,0,0.01
68,325677,-6896,5000,0,0.01
69,330677,-5404,5000,0,0.01
70,335677,-5364,5000,0,0.01
71,340677,-5448,5000,0,0.01
72,345677,-5348,5000,0,0.01
73,350677,-5372,5000,0,0.01
74,355677,-5380,5000,0,0.01
75,360677,-6104,5000,0,0.01
76,365677,-5680,5000,0,0.01
77,370677,-5368,5000,0,0.01
78,375677,-5368,5000,0,0.01
79,380677,-5660,5000,0,0.01
80,385677,-5476,5000,0,0.01
81,390677,-6044,5000,0,0.01
82,395677,-6152,5000,0,0.01
83,400677,-10760,5000,0,0.01
84,405677,-5360,5000,0,0.01
85,410677,-5380,5000,0,0.01
86,415677,-5308,5000,0,0.01
87,420677,-5772,5000,0,0.01
88,425677,-5464,5000,0,0.01
89,430677,-5360,5000,0,0.01
90,435677,-5348,5000,0,0.01
91,440677,-5392,5000,0,0.01
92,445677,-5356,5000,0,0.01
93,450677,-5448,5000,0,0.01
94,455677,-5428,5000,0,0.01
95,460677,-5628,5000,0,0.01
96,465677,-5372,5000,0,0.01
97,470677,-5416,5000,0,0.01
98,475677,-5368,5000,0,0.01
99,480677,-5396,5000,0,0.01
100,485677,-5436,5000,0,0.01
101,490677,-5392,5000,0,0.01
102,495677,-5400,5000,0,0.01
103,500677,-5440,5000,0,0.01
104,505677,-5640,5000,0,0.01
105,510677,-5348,5000,0,0.01
106,515677,-5352,5000,0,0.01
107,520677,-5448,5000,0,0.01
108,525677,-5380,5000,0,0.01
109,530677,-5428,5000,0,0.01
110,535677,-5364,5000,0,0.01
111,540677,-5336,5000,0,0.01
112,545677,-5352,5000,0,0.01
113,550677,-5432,5000,0,0.01
114,555677,-5372,5000,0,0.01
115,560677,-5672,5000,0,0.01
116,565677,-6456,5000,0,0.01
117,570677,-5668,5000,0,0.01
118,575677,-6016,5000,0,0.01
119,580677,-5420,5000,0,0.01
120,585677,-5372,5000,0,0.01
121,585912,-496,235,1,0.01
122,587209,-2790,1297,1,0.01
123,592209,-7168,5000,0,0.01
124,596646,-5730,4437,1,0.01
125,596921,-504,275,1,0.01
