episode,steps_so_far,ep_reward,ep_length,success,epsilon
1,2634,-7059,2634,1,N/A
2,7145,-10132,4511,1,N/A
3,12145,-12176,5000,0,N/A
4,17145,-12424,5000,0,N/A
5,22145,-11420,5000,0,N/A
6,27145,-10256,5000,0,N/A
7,30568,-6668,3423,1,N/A
8,35568,-9760,5000,0,N/A
9,40568,-10540,5000,0,N/A
10,43783,-5868,3215,1,N/A
11,45743,-5081,1960,1,N/A
12,50743,-9984,5000,0,N/A
13,53772,-6290,3029,1,N/A
14,58772,-8276,5000,0,N/A
15,63772,-8840,5000,0,N/A
16,68772,-8768,5000,0,N/A
17,73772,-9136,5000,0,N/A
18,78772,-10280,5000,0,N/A
19,83772,-9388,5000,0,N/A
20,88772,-10024,5000,0,N/A
21,93772,-9404,5000,0,N/A
22,98772,-10384,5000,0,N/A
23,103772,-8812,5000,0,N/A
24,108772,-9336,5000,0,N/A
25,113772,-12040,5000,0,N/A
26,118772,-7364,5000,0,N/A
27,123772,-10872,5000,0,N/A
28,128772,-7508,5000,0,N/A
29,133772,-9500,5000,0,N/A
30,138772,-8060,5000,0,N/A
31,143772,-11828,5000,0,N/A
32,148772,-9304,5000,0,N/A
33,153772,-9104,5000,0,N/A
34,158772,-9452,5000,0,N/A
35,163772,-9628,5000,0,N/A
36,168772,-9540,5000,0,N/A
37,173772,-8348,5000,0,N/A
38,178772,-8332,5000,0,N/A
39,183772,-9088,5000,0,N/A
40,188772,-7996,5000,0,N/A
41,193772,-10244,5000,0,N/A
42,198772,-7360,5000,0,N/A
43,203772,-7864,5000,0,N/A
44,208772,-9280,5000,0,N/A
45,213772,-8664,5000,0,N/A
46,218772,-8800,5000,0,N/A
47,223772,-8832,5000,0,N/A
48,228772,-9380,5000,0,N/A
49,233772,-10744,5000,0,N/A
50,238772,-10732,5000,0,N/A
51,243772,-8352,5000,0,N/A
52,248772,-9116,5000,0,N/A
53,253772,-9024,5000,0,N/A
54,258772,-9228,5000,0,N/A
55,263772,-9384,5000,0,N/A
56,268772,-7908,5000,0,N/A
57,273772,-10276,5000,0,N/A
58,278772,-8656,5000,0,N/A
59,283772,-7948,5000,0,N/A
60,288772,-7148,5000,0,N/A
61,293772,-7976,5000,0,N/A
62,298772,-9412,5000,0,N/A
63,303772,-8588,5000,0,N/A
64,308772,-7784,5000,0,N/A
65,313772,-9508,5000,0,N/A
66,318772,-7716,5000,0,N/A
67,323772,-8272,5000,0,N/A
68,328772,-7048,5000,0,N/A
69,333772,-7536,5000,0,N/A
70,338772,-9956,5000,0,N/A
71,343772,-9060,5000,0,N/A
72,348772,-8100,5000,0,N/A
73,353772,-8412,5000,0,N/A
74,358772,-10400,5000,0,N/A
75,363772,-7764,5000,0,N/A
76,368772,-8816,5000,0,N/A
77,373772,-9844,5000,0,N/A
78,378772,-7288,5000,0,N/A
79,383772,-8472,5000,0,N/A
80,388772,-7832,5000,0,N/A
81,393772,-7740,5000,0,N/A
82,398772,-8300,5000,0,N/A
83,403772,-9564,5000,0,N/A
84,408772,-8148,5000,0,N/A
85,413772,-10396,5000,0,N/A
86,418772,-9836,5000,0,N/A
87,423772,-7912,5000,0,N/A
88,428772,-7592,5000,0,N/A
89,433772,-8844,5000,0,N/A
90,438772,-7504,5000,0,N/A
91,443772,-8756,5000,0,N/A
92,448772,-9928,5000,0,N/A
93,453772,-7172,5000,0,N/A
94,458772,-9752,5000,0,N/A
95,463772,-8620,5000,0,N/A
96,468772,-7252,5000,0,N/A
97,473772,-8000,5000,0,N/A
98,478772,-8800,5000,0,N/A
99,483772,-6868,5000,0,N/A
100,488772,-6608,5000,0,N/A
101,493772,-8620,5000,0,N/A
102,498772,-9328,5000,0,N/A
103,500000,-2272,1228,0,N/A
