episode,steps_so_far,ep_reward,ep_length,success,epsilon
1,5000,-14324,5000,0,N/A
2,10000,-13944,5000,0,N/A
3,10596,-1561,596,1,N/A
4,10864,-633,268,1,N/A
5,12320,-4125,1456,1,N/A
6,13157,-2190,837,1,N/A
7,13808,-1572,651,1,N/A
8,14247,-1160,439,1,N/A
9,14958,-1688,711,1,N/A
10,15850,-2273,892,1,N/A
11,18128,-5563,2278,1,N/A
12,21075,-7756,2947,1,N/A
13,22706,-3760,1631,1,N/A
14,25761,-8544,3055,1,N/A
15,30761,-13332,5000,0,N/A
16,35128,-12824,4367,1,N/A
17,36115,-2700,987,1,N/A
18,40984,-12478,4869,1,N/A
19,45984,-11496,5000,0,N/A
20,50984,-14928,5000,0,N/A
21,55984,-20568,5000,0,N/A
22,60984,-22936,5000,0,N/A
23,65984,-23560,5000,0,N/A
24,70984,-23568,5000,0,N/A
25,75984,-23560,5000,0,N/A
26,80984,-23568,5000,0,N/A
27,85984,-23568,5000,0,N/A
28,90984,-23568,5000,0,N/A
29,95984,-23568,5000,0,N/A
30,100984,-23568,5000,0,N/A
31,105984,-23568,5000,0,N/A
32,110984,-23568,5000,0,N/A
33,115984,-23568,5000,0,N/A
34,120984,-23568,5000,0,N/A
35,125984,-23568,5000,0,N/A
36,130984,-23568,5000,0,N/A
37,135984,-23568,5000,0,N/A
38,140984,-23568,5000,0,N/A
39,145984,-23568,5000,0,N/A
40,150984,-23568,5000,0,N/A
41,155984,-23568,5000,0,N/A
42,160984,-23568,5000,0,N/A
43,165984,-23568,5000,0,N/A
44,170984,-23568,5000,0,N/A
45,175984,-23568,5000,0,N/A
46,180984,-23568,5000,0,N/A
47,185984,-23568,5000,0,N/A
48,190984,-23568,5000,0,N/A
49,195984,-23568,5000,0,N/A
50,200984,-23568,5000,0,N/A
51,205984,-23568,5000,0,N/A
52,210984,-23568,5000,0,N/A
53,215984,-23568,5000,0,N/A
54,220984,-23568,5000,0,N/A
55,225984,-23568,5000,0,N/A
56,230984,-23568,5000,0,N/A
57,235984,-23568,5000,0,N/A
58,240984,-23568,5000,0,N/A
59,245984,-23568,5000,0,N/A
60,250984,-23568,5000,0,N/A
61,255984,-23568,5000,0,N/A
62,260984,-23568,5000,0,N/A
63,265984,-23568,5000,0,N/A
64,270984,-23568,5000,0,N/A
65,275984,-23568,5000,0,N/A
66,280984,-23568,5000,0,N/A
67,285984,-23568,5000,0,N/A
68,290984,-23568,5000,0,N/A
69,295984,-23568,5000,0,N/A
70,300984,-23568,5000,0,N/A
71,305984,-23568,5000,0,N/A
72,310984,-23568,5000,0,N/A
73,315984,-23568,5000,0,N/A
74,320984,-23568,5000,0,N/A
75,325984,-23568,5000,0,N/A
76,330984,-23568,5000,0,N/A
77,335984,-23568,5000,0,N/A
78,340984,-23568,5000,0,N/A
79,345984,-23568,5000,0,N/A
80,350984,-23568,5000,0,N/A
81,355984,-23568,5000,0,N/A
82,360984,-23568,5000,0,N/A
83,365984,-23568,5000,0,N/A
84,370984,-23568,5000,0,N/A
85,375984,-23568,5000,0,N/A
86,380984,-23568,5000,0,N/A
87,385984,-23568,5000,0,N/A
88,390984,-23568,5000,0,N/A
89,395984,-23568,5000,0,N/A
90,400984,-23568,5000,0,N/A
91,405984,-23568,5000,0,N/A
92,410984,-23568,5000,0,N/A
93,415984,-23568,5000,0,N/A
94,420984,-23568,5000,0,N/A
95,425984,-23568,5000,0,N/A
96,430984,-23568,5000,0,N/A
97,435984,-23568,5000,0,N/A
98,440984,-23568,5000,0,N/A
99,445984,-23568,5000,0,N/A
100,450984,-23568,5000,0,N/A
101,455984,-23568,5000,0,N/A
102,460984,-23568,5000,0,N/A
103,465984,-23568,5000,0,N/A
104,470984,-23568,5000,0,N/A
105,475984,-23568,5000,0,N/A
106,480984,-23568,5000,0,N/A
107,485984,-23568,5000,0,N/A
108,490984,-23568,5000,0,N/A
109,495984,-23568,5000,0,N/A
110,500000,-18940,4016,0,N/A
