episode,steps_so_far,ep_reward,ep_length,success,epsilon
1,1564,-4257,1564,1,N/A
2,1957,-986,393,1,N/A
3,2878,-2602,921,1,N/A
4,3563,-1966,685,1,N/A
5,8563,-22332,5000,0,N/A
6,13563,-23876,5000,0,N/A
7,18563,-23876,5000,0,N/A
8,23563,-23876,5000,0,N/A
9,28563,-23876,5000,0,N/A
10,33563,-23876,5000,0,N/A
11,38563,-23876,5000,0,N/A
12,43563,-23876,5000,0,N/A
13,48563,-23876,5000,0,N/A
14,53563,-23876,5000,0,N/A
15,58563,-23876,5000,0,N/A
16,63563,-23876,5000,0,N/A
17,68563,-23876,5000,0,N/A
18,73563,-23876,5000,0,N/A
19,78563,-23876,5000,0,N/A
20,83563,-23876,5000,0,N/A
21,88563,-23876,5000,0,N/A
22,93563,-23876,5000,0,N/A
23,98563,-23876,5000,0,N/A
24,103563,-23876,5000,0,N/A
25,108563,-23876,5000,0,N/A
26,113563,-23876,5000,0,N/A
27,118563,-23876,5000,0,N/A
28,123563,-23876,5000,0,N/A
29,128563,-23876,5000,0,N/A
30,133563,-23876,5000,0,N/A
31,138563,-23876,5000,0,N/A
32,143563,-23876,5000,0,N/A
33,148563,-23876,5000,0,N/A
34,153563,-23876,5000,0,N/A
35,158563,-23876,5000,0,N/A
36,163563,-23876,5000,0,N/A
37,168563,-23876,5000,0,N/A
38,173563,-23876,5000,0,N/A
39,178563,-23876,5000,0,N/A
40,183563,-23876,5000,0,N/A
41,188563,-23876,5000,0,N/A
42,193563,-23876,5000,0,N/A
43,198563,-23876,5000,0,N/A
44,203563,-23876,5000,0,N/A
45,208563,-23876,5000,0,N/A
46,213563,-23876,5000,0,N/A
47,218563,-23740,5000,0,N/A
48,221778,-15176,3215,1,N/A
49,224993,-15176,3215,1,N/A
50,228208,-15176,3215,1,N/A
51,231423,-15176,3215,1,N/A
52,234638,-15176,3215,1,N/A
53,237853,-15176,3215,1,N/A
54,241068,-15176,3215,1,N/A
55,244283,-15176,3215,1,N/A
56,247498,-15176,3215,1,N/A
57,250713,-15176,3215,1,N/A
58,253928,-15176,3215,1,N/A
59,257143,-15176,3215,1,N/A
60,260358,-15176,3215,1,N/A
61,263573,-15176,3215,1,N/A
62,266788,-15176,3215,1,N/A
63,270003,-15176,3215,1,N/A
64,273218,-15176,3215,1,N/A
65,276433,-15176,3215,1,N/A
66,279648,-15176,3215,1,N/A
67,282863,-15176,3215,1,N/A
68,286078,-15176,3215,1,N/A
69,289293,-15176,3215,1,N/A
70,292508,-15176,3215,1,N/A
71,295723,-15176,3215,1,N/A
72,298938,-15176,3215,1,N/A
73,302153,-15176,3215,1,N/A
74,305368,-15176,3215,1,N/A
75,308583,-15176,3215,1,N/A
76,311798,-15176,3215,1,N/A
77,315013,-15176,3215,1,N/A
78,318228,-15176,3215,1,N/A
79,321443,-15176,3215,1,N/A
80,324658,-15176,3215,1,N/A
81,327873,-15176,3215,1,N/A
82,331088,-15176,3215,1,N/A
83,334303,-15176,3215,1,N/A
84,337518,-15176,3215,1,N/A
85,340733,-15176,3215,1,N/A
86,343948,-15176,3215,1,N/A
87,347163,-15176,3215,1,N/A
88,350378,-15176,3215,1,N/A
89,353593,-15176,3215,1,N/A
90,356808,-15176,3215,1,N/A
91,360023,-15176,3215,1,N/A
92,363238,-15176,3215,1,N/A
93,366453,-15176,3215,1,N/A
94,369668,-15176,3215,1,N/A
95,372883,-15176,3215,1,N/A
96,376098,-15176,3215,1,N/A
97,379313,-15176,3215,1,N/A
98,382528,-15176,3215,1,N/A
99,385743,-15176,3215,1,N/A
100,388958,-15176,3215,1,N/A
101,392173,-15176,3215,1,N/A
102,395388,-15176,3215,1,N/A
103,398603,-15176,3215,1,N/A
104,401818,-15176,3215,1,N/A
105,405033,-15176,3215,1,N/A
106,408248,-15176,3215,1,N/A
107,411463,-15176,3215,1,N/A
108,414678,-15176,3215,1,N/A
109,417893,-15176,3215,1,N/A
110,421108,-15176,3215,1,N/A
111,424323,-15176,3215,1,N/A
112,427538,-15176,3215,1,N/A
113,430753,-15176,3215,1,N/A
114,433968,-15176,3215,1,N/A
115,437183,-15176,3215,1,N/A
116,440398,-15176,3215,1,N/A
117,443613,-15176,3215,1,N/A
118,446828,-15176,3215,1,N/A
119,450043,-15176,3215,1,N/A
120,453258,-15176,3215,1,N/A
121,456473,-15176,3215,1,N/A
122,459688,-15176,3215,1,N/A
123,462903,-15176,3215,1,N/A
124,466118,-15176,3215,1,N/A
125,469333,-15176,3215,1,N/A
126,472548,-15176,3215,1,N/A
127,475763,-15176,3215,1,N/A
128,478978,-15176,3215,1,N/A
129,482193,-15176,3215,1,N/A
130,485408,-15176,3215,1,N/A
131,488623,-15176,3215,1,N/A
132,491838,-15176,3215,1,N/A
133,495053,-15176,3215,1,N/A
134,498268,-15176,3215,1,N/A
135,500000,-8104,1732,0,N/A
