episode,steps_so_far,ep_reward,ep_length,success,epsilon
1,3879,-11348,3879,1,N/A
2,6535,-11673,2656,1,N/A
3,8907,-10445,2372,1,N/A
4,13907,-22236,5000,0,N/A
5,17461,-15883,3554,1,N/A
6,22461,-22332,5000,0,N/A
7,27461,-22300,5000,0,N/A
8,32461,-21992,5000,0,N/A
9,37461,-22236,5000,0,N/A
10,40653,-14089,3192,1,N/A
11,45653,-22316,5000,0,N/A
12,50653,-22476,5000,0,N/A
13,55653,-22388,5000,0,N/A
14,60653,-22132,5000,0,N/A
15,65653,-22392,5000,0,N/A
16,70653,-22240,5000,0,N/A
17,73009,-10501,2356,1,N/A
18,78009,-22308,5000,0,N/A
19,83009,-22416,5000,0,N/A
20,88009,-22192,5000,0,N/A
21,93009,-22316,5000,0,N/A
22,98009,-22476,5000,0,N/A
23,103009,-22388,5000,0,N/A
24,108009,-22132,5000,0,N/A
25,113009,-22392,5000,0,N/A
26,118009,-22240,5000,0,N/A
27,120365,-10501,2356,1,N/A
28,125365,-22308,5000,0,N/A
29,130365,-22416,5000,0,N/A
30,135365,-22192,5000,0,N/A
31,140365,-22296,5000,0,N/A
32,145365,-22212,5000,0,N/A
33,149507,-18359,4142,1,N/A
34,154185,-20991,4678,1,N/A
35,159185,-22124,5000,0,N/A
36,164185,-22348,5000,0,N/A
37,169185,-22444,5000,0,N/A
38,171601,-10761,2416,1,N/A
39,174220,-11608,2619,1,N/A
40,179220,-22420,5000,0,N/A
41,184220,-22316,5000,0,N/A
42,189220,-22476,5000,0,N/A
43,194220,-22388,5000,0,N/A
44,199220,-22132,5000,0,N/A
45,204220,-22392,5000,0,N/A
46,209220,-22240,5000,0,N/A
47,211576,-10501,2356,1,N/A
48,216576,-22308,5000,0,N/A
49,221576,-22416,5000,0,N/A
50,226576,-22192,5000,0,N/A
51,231576,-22296,5000,0,N/A
52,236576,-22212,5000,0,N/A
53,240718,-18359,4142,1,N/A
54,245396,-20991,4678,1,N/A
55,250396,-22124,5000,0,N/A
56,255396,-22348,5000,0,N/A
57,260396,-22444,5000,0,N/A
58,262812,-10761,2416,1,N/A
59,265431,-11608,2619,1,N/A
60,270431,-22420,5000,0,N/A
61,275431,-22316,5000,0,N/A
62,280431,-22476,5000,0,N/A
63,285431,-22388,5000,0,N/A
64,290431,-22132,5000,0,N/A
65,295431,-22392,5000,0,N/A
66,300431,-22240,5000,0,N/A
67,302787,-10501,2356,1,N/A
68,307787,-22308,5000,0,N/A
69,312787,-22416,5000,0,N/A
70,317787,-22192,5000,0,N/A
71,322787,-22296,5000,0,N/A
72,327787,-22212,5000,0,N/A
73,331929,-18359,4142,1,N/A
74,336607,-20991,4678,1,N/A
75,341607,-22124,5000,0,N/A
76,346607,-22348,5000,0,N/A
77,351607,-22444,5000,0,N/A
78,354023,-10761,2416,1,N/A
79,356642,-11608,2619,1,N/A
80,361642,-22420,5000,0,N/A
81,366642,-22316,5000,0,N/A
82,371642,-22476,5000,0,N/A
83,376642,-22388,5000,0,N/A
84,381642,-22132,5000,0,N/A
85,386642,-22392,5000,0,N/A
86,391642,-22240,5000,0,N/A
87,393998,-10501,2356,1,N/A
88,398998,-22308,5000,0,N/A
89,403998,-22416,5000,0,N/A
90,408998,-22192,5000,0,N/A
91,413998,-22296,5000,0,N/A
92,418998,-22212,5000,0,N/A
93,423140,-18359,4142,1,N/A
94,427818,-20991,4678,1,N/A
95,432818,-22124,5000,0,N/A
96,437818,-22348,5000,0,N/A
97,442818,-22444,5000,0,N/A
98,445234,-10761,2416,1,N/A
99,447853,-11608,2619,1,N/A
100,452853,-22420,5000,0,N/A
101,457853,-22316,5000,0,N/A
102,462853,-22476,5000,0,N/A
103,467853,-22388,5000,0,N/A
104,472853,-22132,5000,0,N/A
105,477853,-22392,5000,0,N/A
106,482853,-22240,5000,0,N/A
107,485209,-10501,2356,1,N/A
108,490209,-22308,5000,0,N/A
109,495209,-22416,5000,0,N/A
110,500000,-21251,4791,0,N/A
