episode,steps_so_far,ep_reward,ep_length,success,epsilon
1,1729,-4514,1729,1,0.98553
2,3143,-3635,1414,1,0.95805
3,8143,-12968,5000,0,0.86687
4,8475,-801,332,1,0.86114
5,8666,-472,191,1,0.85785
6,9007,-822,341,1,0.85202
7,9255,-629,248,1,0.84781
8,9611,-913,356,1,0.84179
9,10025,-1051,414,1,0.83485
10,10177,-381,152,1,0.83232
11,10480,-728,303,1,0.82729
12,11219,-1940,739,1,0.81515
13,11563,-853,344,1,0.80956
14,11823,-617,260,1,0.80536
15,12281,-1199,458,1,0.79802
16,12441,-381,160,1,0.79547
17,12623,-411,182,1,0.79258
18,13099,-1169,476,1,0.78507
19,13342,-596,243,1,0.78126
20,13612,-651,270,1,0.77706
21,14431,-1932,819,1,0.76443
22,14653,-491,222,1,0.76105
23,16680,-5132,2027,1,0.73081
24,16839,-368,159,1,0.72849
25,17690,-2052,851,1,0.71619
26,19016,-3187,1326,1,0.69745
27,19387,-820,371,1,0.69229
28,19857,-1067,470,1,0.68582
29,20323,-1103,466,1,0.67946
30,21517,-2879,1194,1,0.66342
31,22048,-1260,531,1,0.65641
32,22149,-198,101,1,0.65509
33,22226,-166,77,1,0.65408
34,22721,-1224,495,1,0.64764
35,22833,-261,112,1,0.64619
36,23259,-1055,426,1,0.64071
37,23373,-279,114,1,0.63925
38,24659,-2931,1286,1,0.62301
39,24869,-455,210,1,0.6204
40,25202,-878,333,1,0.61629
41,25300,-167,98,1,0.61508
42,25882,-1291,582,1,0.60796
43,26037,-316,155,1,0.60608
44,26162,-262,125,1,0.60457
45,26447,-614,285,1,0.60113
46,26963,-1193,516,1,0.59496
47,27222,-588,259,1,0.59188
48,27350,-237,128,1,0.59037
49,27446,-189,96,1,0.58924
50,27688,-503,242,1,0.58639
51,27780,-193,92,1,0.58531
52,28040,-665,260,1,0.58228
53,28182,-371,142,1,0.58063
54,28376,-511,194,1,0.57838
55,28495,-248,119,1,0.577
56,28611,-273,116,1,0.57567
57,28715,-205,104,1,0.57447
58,28836,-282,121,1,0.57308
59,28980,-325,144,1,0.57143
60,29102,-263,122,1,0.57004
61,29238,-357,136,1,0.56849
62,29602,-905,364,1,0.56437
63,29713,-240,111,1,0.56312
64,29811,-215,98,1,0.56202
65,29931,-269,120,1,0.56067
66,30030,-228,99,1,0.55956
67,30180,-307,150,1,0.55788
68,30298,-291,118,1,0.55657
69,30396,-223,98,1,0.55548
70,30511,-236,115,1,0.5542
71,30668,-342,157,1,0.55246
72,30790,-271,122,1,0.55112
73,30862,-141,72,1,0.55033
74,31003,-342,141,1,0.54878
75,31133,-295,130,1,0.54735
76,31238,-226,105,1,0.5462
77,31356,-299,118,1,0.54491
78,31448,-185,92,1,0.54391
79,31666,-463,218,1,0.54155
80,31807,-366,141,1,0.54002
81,31987,-425,180,1,0.53808
82,32108,-242,121,1,0.53678
83,32203,-192,95,1,0.53576
84,32285,-167,82,1,0.53488
85,32358,-138,73,1,0.5341
86,32476,-267,118,1,0.53284
87,32560,-137,84,1,0.53195
88,32680,-277,120,1,0.53067
89,32896,-581,216,1,0.52839
90,32995,-188,99,1,0.52734
91,33084,-178,89,1,0.5264
92,33169,-150,85,1,0.52551
93,33255,-195,86,1,0.52461
94,33347,-185,92,1,0.52364
95,33428,-146,81,1,0.52279
96,33615,-428,187,1,0.52084
97,33739,-257,124,1,0.51955
98,33870,-292,131,1,0.51819
99,33967,-218,97,1,0.51719
100,34072,-210,105,1,0.5161
101,34162,-199,90,1,0.51518
102,34249,-192,87,1,0.51428
103,34322,-122,73,1,0.51353
104,34391,-126,69,1,0.51282
105,34477,-155,86,1,0.51194
106,34606,-202,129,1,0.51062
107,34686,-133,80,1,0.50981
108,34959,-778,273,1,0.50703
109,35033,-151,74,1,0.50628
110,35101,-121,68,1,0.50559
111,35230,-330,129,1,0.50429
112,35305,-140,75,1,0.50353
113,35357,-105,52,1,0.50301
114,35477,-253,120,1,0.5018
115,35607,-255,130,1,0.5005
116,35683,-145,76,1,0.49974
117,35756,-122,73,1,0.49901
118,35855,-228,99,1,0.49802
119,35950,-184,95,1,0.49708
120,36081,-340,131,1,0.49578
121,36176,-192,95,1,0.49484
122,36325,-350,149,1,0.49336
123,36461,-389,136,1,0.49202
124,36518,-106,57,1,0.49146
125,36605,-200,87,1,0.49061
126,36705,-185,100,1,0.48963
127,36789,-193,84,1,0.48881
128,36851,-131,62,1,0.4882
129,36914,-128,63,1,0.48759
130,36999,-190,85,1,0.48676
131,37075,-169,76,1,0.48602
132,37178,-208,103,1,0.48502
133,37246,-121,68,1,0.48436
134,37321,-124,75,1,0.48363
135,37373,-89,52,1,0.48313
136,37465,-177,92,1,0.48224
137,37584,-256,119,1,0.4811
138,37655,-136,71,1,0.48041
139,37732,-126,77,1,0.47967
140,37812,-157,80,1,0.47891
