episode,steps_so_far,ep_reward,ep_length,success,epsilon
1,5000,-14408,5000,0,N/A
2,8428,-10137,3428,1,N/A
3,8694,-791,266,1,N/A
4,8920,-711,226,1,N/A
5,9280,-1029,360,1,N/A
6,9626,-1023,346,1,N/A
7,10617,-2976,991,1,N/A
8,11285,-1937,668,1,N/A
9,11817,-1553,532,1,N/A
10,12166,-1038,349,1,N/A
11,12468,-851,302,1,N/A
12,12815,-980,347,1,N/A
13,13214,-1120,399,1,N/A
14,13549,-936,335,1,N/A
15,14061,-1517,512,1,N/A
16,19061,-18660,5000,0,N/A
17,20865,-3889,1804,1,N/A
18,21137,-837,272,1,N/A
19,21495,-955,358,1,N/A
20,23036,-5038,1541,1,N/A
21,23894,-1927,858,1,N/A
22,24353,-1148,459,1,N/A
23,29353,-15612,5000,0,N/A
24,34353,-23356,5000,0,N/A
25,39353,-23888,5000,0,N/A
26,44353,-24000,5000,0,N/A
27,49353,-23680,5000,0,N/A
28,54353,-24004,5000,0,N/A
29,59353,-23920,5000,0,N/A
30,64353,-23924,5000,0,N/A
31,69353,-23884,5000,0,N/A
32,74353,-23332,5000,0,N/A
33,79353,-23520,5000,0,N/A
34,84353,-23952,5000,0,N/A
35,89353,-23676,5000,0,N/A
36,94353,-23888,5000,0,N/A
37,99353,-23580,5000,0,N/A
38,104353,-23972,5000,0,N/A
39,109353,-23748,5000,0,N/A
40,114353,-23668,5000,0,N/A
41,119353,-23876,5000,0,N/A
42,124353,-23856,5000,0,N/A
43,129353,-23608,5000,0,N/A
44,134353,-23816,5000,0,N/A
45,139353,-23812,5000,0,N/A
46,144353,-23736,5000,0,N/A
47,149353,-23796,5000,0,N/A
48,154353,-23788,5000,0,N/A
49,159353,-23920,5000,0,N/A
50,164353,-23768,5000,0,N/A
51,169353,-23748,5000,0,N/A
52,174353,-23580,5000,0,N/A
53,179353,-23820,5000,0,N/A
54,184353,-23928,5000,0,N/A
55,189353,-23780,5000,0,N/A
56,194353,-23704,5000,0,N/A
57,199353,-24008,5000,0,N/A
58,204353,-24016,5000,0,N/A
59,209353,-23920,5000,0,N/A
60,214353,-23736,5000,0,N/A
61,219353,-23876,5000,0,N/A
62,224353,-23856,5000,0,N/A
63,229353,-23608,5000,0,N/A
64,234353,-23816,5000,0,N/A
65,239353,-23812,5000,0,N/A
66,244353,-23736,5000,0,N/A
67,249353,-23796,5000,0,N/A
68,254353,-23788,5000,0,N/A
69,259353,-23920,5000,0,N/A
70,264353,-23768,5000,0,N/A
71,269353,-23748,5000,0,N/A
72,274353,-23580,5000,0,N/A
73,279353,-23820,5000,0,N/A
74,284353,-23928,5000,0,N/A
75,289353,-23780,5000,0,N/A
76,294353,-23704,5000,0,N/A
77,299353,-24008,5000,0,N/A
78,304353,-24016,5000,0,N/A
79,309353,-23920,5000,0,N/A
80,314353,-23736,5000,0,N/A
81,319353,-23876,5000,0,N/A
82,324353,-23856,5000,0,N/A
83,329353,-23608,5000,0,N/A
84,334353,-23816,5000,0,N/A
85,339353,-23812,5000,0,N/A
86,344353,-23736,5000,0,N/A
87,349353,-23796,5000,0,N/A
88,354353,-23788,5000,0,N/A
89,359353,-23920,5000,0,N/A
90,364353,-23768,5000,0,N/A
91,369353,-23748,5000,0,N/A
92,374353,-23580,5000,0,N/A
93,379353,-23820,5000,0,N/A
94,384353,-23928,5000,0,N/A
95,389353,-23780,5000,0,N/A
96,394353,-23704,5000,0,N/A
97,399353,-24008,5000,0,N/A
98,404353,-24016,5000,0,N/A
99,409353,-23920,5000,0,N/A
100,414353,-23736,5000,0,N/A
101,419353,-23876,5000,0,N/A
102,424353,-23856,5000,0,N/A
103,429353,-23608,5000,0,N/A
104,434353,-23816,5000,0,N/A
105,439353,-23812,5000,0,N/A
106,444353,-23736,5000,0,N/A
107,449353,-23796,5000,0,N/A
108,454353,-23788,5000,0,N/A
109,459353,-23920,5000,0,N/A
110,464353,-23768,5000,0,N/A
111,469353,-23748,5000,0,N/A
112,474353,-23580,5000,0,N/A
113,479353,-23820,5000,0,N/A
114,484353,-23928,5000,0,N/A
115,489353,-23780,5000,0,N/A
116,494353,-23704,5000,0,N/A
117,499353,-24008,5000,0,N/A
118,500000,-3035,647,0,N/A
