episode,steps_so_far,ep_reward,ep_length,success,epsilon
1,1779,-4620,1779,1,0.9769
2,3485,-4583,1706,1,0.92816
3,8485,-13068,5000,0,0.79887
4,10160,-4340,1675,1,0.75972
5,15160,-12220,5000,0,0.6539
6,15555,-972,395,1,0.64619
7,15739,-445,184,1,0.64264
8,20253,-10247,4514,1,0.56124
9,20497,-513,244,1,0.55715
10,20709,-473,212,1,0.55362
11,20787,-131,78,1,0.55232
12,20906,-200,119,1,0.55036
13,22063,-2550,1157,1,0.53158
14,22134,-136,71,1,0.53045
15,22231,-186,97,1,0.52891
16,22299,-105,68,1,0.52783
17,22386,-176,87,1,0.52645
18,22476,-151,90,1,0.52504
19,22587,-240,111,1,0.52329
20,22726,-284,139,1,0.52111
21,22798,-141,72,1,0.51999
22,22892,-203,94,1,0.51852
23,22945,-94,53,1,0.5177
24,23035,-183,90,1,0.5163
25,23142,-244,107,1,0.51465
26,23188,-75,46,1,0.51394
27,23351,-324,163,1,0.51143
28,23420,-142,69,1,0.51037
29,23571,-384,151,1,0.50807
30,23652,-146,81,1,0.50683
31,23724,-133,72,1,0.50574
32,23806,-135,82,1,0.5045
33,23952,-431,146,1,0.50229
34,24045,-222,93,1,0.50089
35,24150,-226,105,1,0.49932
36,24227,-150,77,1,0.49817
37,24326,-228,99,1,0.49669
38,24414,-141,88,1,0.49538
39,24589,-432,175,1,0.49279
40,24757,-365,168,1,0.49031
41,24875,-315,118,1,0.48858
42,24994,-248,119,1,0.48683
43,25643,-2202,649,1,0.47745
44,26271,-1761,628,1,0.46854
45,26411,-233,140,1,0.46657
46,26527,-249,116,1,0.46495
47,26616,-154,89,1,0.46371
48,26733,-230,117,1,0.46209
49,26828,-176,95,1,0.46077
50,27698,-1699,870,1,0.4489
51,28145,-816,447,1,0.44292
52,28438,-494,293,1,0.43905
53,28589,-288,151,1,0.43706
54,28794,-334,205,1,0.43438
55,28959,-302,165,1,0.43224
56,29025,-127,66,1,0.43138
57,29130,-202,105,1,0.43002
58,29201,-112,71,1,0.42911
59,29270,-142,69,1,0.42822
60,29395,-278,125,1,0.42662
61,29491,-245,96,1,0.42539
62,29663,-417,172,1,0.4232
63,29735,-125,72,1,0.42229
64,29803,-113,68,1,0.42143
65,29920,-238,117,1,0.41995
66,30071,-312,151,1,0.41805
67,30134,-96,63,1,0.41727
68,30255,-354,121,1,0.41575
69,30319,-125,64,1,0.41496
70,30402,-172,83,1,0.41392
71,30484,-191,82,1,0.41291
72,30572,-189,88,1,0.41182
73,30641,-134,69,1,0.41097
74,30736,-192,95,1,0.4098
75,30827,-180,91,1,0.40868
76,30888,-102,61,1,0.40793
77,30972,-145,84,1,0.40691
78,31071,-196,99,1,0.4057
79,31152,-170,81,1,0.40471
80,31225,-130,73,1,0.40383
81,31320,-208,95,1,0.40268
82,31392,-133,72,1,0.40181
83,31456,-125,64,1,0.40104
84,31530,-151,74,1,0.40015
85,31613,-172,83,1,0.39916
86,31708,-248,95,1,0.39802
87,31984,-545,276,1,0.39474
88,32091,-276,107,1,0.39347
89,32149,-119,58,1,0.39279
90,32212,-96,63,1,0.39205
91,32269,-90,57,1,0.39138
92,32328,-76,59,1,0.39068
93,32394,-103,66,1,0.38991
94,32453,-100,59,1,0.38922
95,32517,-117,64,1,0.38848
96,32576,-100,59,1,0.38779
97,32669,-206,93,1,0.38671
98,32751,-167,82,1,0.38576
99,32883,-233,132,1,0.38423
100,32964,-154,81,1,0.3833
101,33045,-170,81,1,0.38237
102,33117,-125,72,1,0.38155
103,33315,-339,198,1,0.37929
104,33407,-185,92,1,0.37824
105,33469,-115,62,1,0.37754
106,33532,-128,63,1,0.37682
107,33577,-62,45,1,0.37632
108,33638,-94,61,1,0.37563
109,33749,-312,111,1,0.37438
110,33813,-133,64,1,0.37366
111,33890,-142,77,1,0.3728
112,33960,-139,70,1,0.37202
113,34023,-112,63,1,0.37131
114,34196,-302,173,1,0.36939
115,34257,-86,61,1,0.36872
116,34320,-104,63,1,0.36802
117,34382,-99,62,1,0.36734
118,34445,-104,63,1,0.36664
119,34502,-82,57,1,0.36602
120,34576,-151,74,1,0.36521
121,34675,-220,99,1,0.36412
122,34732,-90,57,1,0.3635
123,34801,-118,69,1,0.36275
124,34861,-73,60,1,0.3621
125,34920,-76,59,1,0.36146
126,34968,-69,48,1,0.36094
127,35064,-165,96,1,0.3599
128,35121,-90,57,1,0.35928
129,35181,-105,60,1,0.35864
130,35260,-152,79,1,0.35779
131,35363,-224,103,1,0.35668
132,35432,-158,69,1,0.35595
133,35489,-106,57,1,0.35534
134,35558,-126,69,1,0.3546
135,35607,-66,49,1,0.35408
136,35665,-95,58,1,0.35347
137,35716,-76,51,1,0.35293
138,35769,-78,53,1,0.35237
139,35866,-226,97,1,0.35134
140,35942,-129,76,1,0.35054
141,36051,-246,109,1,0.3494
142,36109,-87,58,1,0.34879
143,36205,-261,96,1,0.34779
144,36255,-63,50,1,0.34727
145,36311,-85,56,1,0.34668
146,36385,-167,74,1,0.34591
147,36457,-149,72,1,0.34517
148,36510,-102,53,1,0.34462
149,36566,-85,56,1,0.34404
150,36636,-123,70,1,0.34332
151,36714,-163,78,1,0.34252
152,36798,-145,84,1,0.34165
153,36870,-101,72,1,0.34092
154,36927,-98,57,1,0.34033
155,36987,-97,60,1,0.33972
156,37048,-62,61,1,0.3391
157,37108,-121,60,1,0.33849
158,37192,-193,84,1,0.33764
159,37280,-205,88,1,0.33675
160,37345,-98,65,1,0.33609
161,37412,-100,67,1,0.33542
162,37472,-97,60,1,0.33482
163,37531,-92,59,1,0.33422
164,37600,-118,69,1,0.33353
165,37656,-85,56,1,0.33297
166,37723,-100,67,1,0.3323
167,37807,-193,84,1,0.33147
168,37855,-69,48,1,0.33099
169,37912,-90,57,1,0.33042
170,37962,-87,50,1,0.32993
171,38010,-77,48,1,0.32945
172,38086,-113,76,1,0.3287
173,38154,-129,68,1,0.32803
174,38206,-89,52,1,0.32752
175,38270,-141,64,1,0.32689
176,38367,-170,97,1,0.32594
177,38412,-54,45,1,0.32551
178,38468,-101,56,1,0.32496
179,38520,-89,52,1,0.32445
180,38576,-77,56,1,0.32391
181,38849,-522,273,1,0.32127
182,38906,-90,57,1,0.32072
183,38966,-113,60,1,0.32014
184,39017,-76,51,1,0.31965
185,39060,-52,43,1,0.31924
186,39122,-83,62,1,0.31865
187,39168,-43,46,1,0.31821
188,39233,-98,65,1,0.31759
189,39291,-95,58,1,0.31703
190,41554,-3912,2263,1,0.29622
191,41650,-229,96,1,0.29537
192,41704,-99,54,1,0.29489
193,41757,-62,53,1,0.29443
194,41804,-72,47,1,0.29401
195,41868,-93,64,1,0.29345
196,41933,-98,65,1,0.29288
197,42005,-141,72,1,0.29224
198,42050,-54,45,1,0.29185
199,42097,-64,47,1,0.29144
200,42149,-57,52,1,0.29098
201,42204,-80,55,1,0.2905
202,42254,-71,50,1,0.29007
203,42316,-91,62,1,0.28953
204,42366,-79,50,1,0.2891
205,42422,-77,56,1,0.28861
206,42487,-130,65,1,0.28805
207,42563,-129,76,1,0.28739
208,42640,-206,77,1,0.28673
209,42698,-95,58,1,0.28623
210,42745,-72,47,1,0.28583
211,42815,-115,70,1,0.28523
212,42887,-109,72,1,0.28461
213,43138,-460,251,1,0.28248
214,43182,-49,44,1,0.2821
215,43237,-80,55,1,0.28164
216,43304,-92,67,1,0.28107
217,43357,-70,53,1,0.28063
218,43420,-112,63,1,0.2801
219,43493,-130,73,1,0.27948
220,43542,-58,49,1,0.27907
221,43594,-65,52,1,0.27864
222,43659,-122,65,1,0.2781
223,43721,-107,62,1,0.27758
224,43772,-68,51,1,0.27715
225,43826,-91,54,1,0.27671
226,43892,-103,66,1,0.27616
227,43954,-83,62,1,0.27565
228,44018,-109,64,1,0.27512
229,44092,-159,74,1,0.27451
230,44135,-52,43,1,0.27415
231,44169,-23,34,1,0.27387
