episode,steps_so_far,ep_reward,ep_length,success,epsilon
1,5000,-13604,5000,0,0.88692
2,7264,-5985,2264,1,0.82868
3,12264,-12836,5000,0,0.71325
4,17264,-11900,5000,0,0.6139
5,22264,-11120,5000,0,0.52839
6,27264,-10312,5000,0,0.45478
7,28002,-1523,738,1,0.44483
8,30892,-5899,2890,1,0.40788
9,35338,-8639,4446,1,0.35695
10,40338,-9164,5000,0,0.30723
11,45338,-8516,5000,0,0.26443
12,47247,-3258,1909,1,0.24972
13,48420,-1994,1173,1,0.24108
14,53420,-8348,5000,0,0.2075
15,55363,-2980,1943,1,0.19575
16,58097,-4279,2734,1,0.18034
17,60240,-3684,2143,1,0.16911
18,62351,-3724,2111,1,0.15873
19,62916,-1178,565,1,0.15606
20,63347,-828,431,1,0.15406
21,63793,-647,446,1,0.15201
22,64943,-1743,1150,1,0.14685
23,65054,-188,111,1,0.14637
24,65256,-379,202,1,0.14548
25,68719,-5220,3463,1,0.13113
26,71693,-4799,2974,1,0.11993
27,71982,-422,289,1,0.1189
28,74501,-3684,2519,1,0.11024
29,74751,-451,250,1,0.10942
30,74887,-169,136,1,0.10897
31,77952,-4374,3065,1,0.0994
32,78715,-1024,763,1,0.09715
33,78973,-339,258,1,0.0964
34,82882,-5362,3909,1,0.08573
35,84836,-2779,1954,1,0.08085
36,85915,-1692,1079,1,0.07828
37,88245,-2915,2330,1,0.07299
38,93245,-6212,5000,0,0.06283
39,98245,-5968,5000,0,0.05407
40,103245,-6420,5000,0,0.04654
41,104139,-1119,894,1,0.04531
42,109139,-6496,5000,0,0.039
43,109366,-296,227,1,0.03873
44,109415,-54,49,1,0.03868
45,109495,-169,80,1,0.03858
46,109758,-532,263,1,0.03828
47,109866,-125,108,1,0.03816
48,112271,-3354,2405,1,0.0355
49,114613,-3007,2342,1,0.03309
50,116870,-2974,2257,1,0.03093
51,117089,-408,219,1,0.03072
52,117300,-288,211,1,0.03053
53,117399,-120,99,1,0.03044
54,117886,-660,487,1,0.03
55,117944,-67,58,1,0.02995
56,118207,-572,263,1,0.02971
57,119247,-1825,1040,1,0.0288
58,119415,-401,168,1,0.02865
59,119530,-200,115,1,0.02855
60,119646,-253,116,1,0.02845
61,119766,-233,120,1,0.02835
62,119937,-360,171,1,0.02821
63,121708,-2384,1771,1,0.02675
64,122093,-670,385,1,0.02644
65,122217,-173,124,1,0.02634
66,122419,-451,202,1,0.02618
67,122499,-161,80,1,0.02612
68,122618,-172,119,1,0.02603
69,122801,-316,183,1,0.02589
70,122881,-81,80,1,0.02582
71,122978,-110,97,1,0.02575
72,123129,-244,151,1,0.02563
73,123264,-308,135,1,0.02553
74,123403,-168,139,1,0.02542
75,123484,-150,81,1,0.02536
76,123543,-56,59,1,0.02532
77,123782,-364,239,1,0.02513
78,123899,-138,117,1,0.02505
79,123981,-83,82,1,0.02498
80,124334,-742,353,1,0.02472
81,124396,-55,62,1,0.02468
82,124484,-89,88,1,0.02461
