episode,steps_so_far,ep_reward,ep_length,success,epsilon
1,5000,-18620,5000,0,N/A
2,10000,-23580,5000,0,N/A
3,15000,-23528,5000,0,N/A
4,20000,-23600,5000,0,N/A
5,25000,-23532,5000,0,N/A
6,30000,-23568,5000,0,N/A
7,35000,-23552,5000,0,N/A
8,40000,-23524,5000,0,N/A
9,45000,-23644,5000,0,N/A
10,50000,-23712,5000,0,N/A
11,55000,-23524,5000,0,N/A
12,60000,-23644,5000,0,N/A
13,65000,-23420,5000,0,N/A
14,70000,-23444,5000,0,N/A
15,75000,-23612,5000,0,N/A
16,80000,-23648,5000,0,N/A
17,85000,-23556,5000,0,N/A
18,90000,-23776,5000,0,N/A
19,95000,-23608,5000,0,N/A
20,100000,-23464,5000,0,N/A
21,105000,-23592,5000,0,N/A
22,110000,-23500,5000,0,N/A
23,115000,-23628,5000,0,N/A
24,120000,-23640,5000,0,N/A
25,125000,-23508,5000,0,N/A
26,130000,-23544,5000,0,N/A
27,134025,-18998,4025,1,N/A
28,139025,-23612,5000,0,N/A
29,144025,-23744,5000,0,N/A
30,149025,-23616,5000,0,N/A
31,154025,-23496,5000,0,N/A
32,159025,-23508,5000,0,N/A
33,161901,-13485,2876,1,N/A
34,166901,-23476,5000,0,N/A
35,171901,-23660,5000,0,N/A
36,176901,-23728,5000,0,N/A
37,181901,-23660,5000,0,N/A
38,186901,-23712,5000,0,N/A
39,191901,-23648,5000,0,N/A
40,196901,-23696,5000,0,N/A
41,201901,-23592,5000,0,N/A
42,206901,-23500,5000,0,N/A
43,211901,-23628,5000,0,N/A
44,216901,-23640,5000,0,N/A
45,221901,-23508,5000,0,N/A
46,226901,-23544,5000,0,N/A
47,230926,-18998,4025,1,N/A
48,235926,-23612,5000,0,N/A
49,240926,-23744,5000,0,N/A
50,245926,-23616,5000,0,N/A
51,250926,-23496,5000,0,N/A
52,255926,-23508,5000,0,N/A
53,258802,-13485,2876,1,N/A
54,263802,-23476,5000,0,N/A
55,268802,-23660,5000,0,N/A
56,273802,-23728,5000,0,N/A
57,278802,-23660,5000,0,N/A
58,283802,-23712,5000,0,N/A
59,288802,-23648,5000,0,N/A
60,293802,-23696,5000,0,N/A
61,298802,-23592,5000,0,N/A
62,303802,-23500,5000,0,N/A
63,308802,-23628,5000,0,N/A
64,313802,-23640,5000,0,N/A
65,318802,-23508,5000,0,N/A
66,323802,-23544,5000,0,N/A
67,327827,-18998,4025,1,N/A
68,332827,-23612,5000,0,N/A
69,337827,-23744,5000,0,N/A
70,342827,-23616,5000,0,N/A
71,347827,-23496,5000,0,N/A
72,352827,-23508,5000,0,N/A
73,355703,-13485,2876,1,N/A
74,360703,-23476,5000,0,N/A
75,365703,-23660,5000,0,N/A
76,370703,-23728,5000,0,N/A
77,375703,-23660,5000,0,N/A
78,380703,-23712,5000,0,N/A
79,385703,-23648,5000,0,N/A
