episode,steps_so_far,ep_reward,ep_length,success,epsilon
1,4791,-13188,4791,1,N/A
2,9791,-10652,5000,0,N/A
3,14791,-10008,5000,0,N/A
4,19791,-11456,5000,0,N/A
5,24791,-11620,5000,0,N/A
6,29791,-11584,5000,0,N/A
7,34791,-11104,5000,0,N/A
8,39791,-8912,5000,0,N/A
9,44791,-11252,5000,0,N/A
10,49791,-8400,5000,0,N/A
11,54791,-8332,5000,0,N/A
12,59791,-11968,5000,0,N/A
13,64791,-8336,5000,0,N/A
14,69791,-8004,5000,0,N/A
15,74791,-7044,5000,0,N/A
16,79791,-9976,5000,0,N/A
17,84520,-7942,4729,1,N/A
18,89520,-8320,5000,0,N/A
19,94520,-8464,5000,0,N/A
20,99520,-9200,5000,0,N/A
21,104520,-7736,5000,0,N/A
22,109520,-7816,5000,0,N/A
23,114520,-9584,5000,0,N/A
24,119520,-8504,5000,0,N/A
25,124520,-11888,5000,0,N/A
26,126261,-3322,1741,1,N/A
27,128118,-3950,1857,1,N/A
28,133118,-6896,5000,0,N/A
29,134644,-3135,1526,1,N/A
30,139644,-10240,5000,0,N/A
31,144644,-6712,5000,0,N/A
32,149644,-7464,5000,0,N/A
33,154644,-7568,5000,0,N/A
34,159644,-7000,5000,0,N/A
35,164644,-6664,5000,0,N/A
36,169644,-6096,5000,0,N/A
37,174644,-5996,5000,0,N/A
38,179644,-6960,5000,0,N/A
39,184644,-7328,5000,0,N/A
40,189644,-6488,5000,0,N/A
41,194644,-6324,5000,0,N/A
42,199644,-6076,5000,0,N/A
43,202839,-4480,3195,1,N/A
44,207839,-6412,5000,0,N/A
45,212839,-6744,5000,0,N/A
46,217839,-6208,5000,0,N/A
47,222839,-6136,5000,0,N/A
48,227839,-7048,5000,0,N/A
49,232839,-6268,5000,0,N/A
50,237839,-6304,5000,0,N/A
51,242839,-7720,5000,0,N/A
52,247839,-5988,5000,0,N/A
53,252839,-6164,5000,0,N/A
54,257839,-8660,5000,0,N/A
55,262839,-6044,5000,0,N/A
56,267839,-6148,5000,0,N/A
57,272839,-6444,5000,0,N/A
58,277839,-5900,5000,0,N/A
59,282839,-6088,5000,0,N/A
60,287839,-5952,5000,0,N/A
61,292839,-6076,5000,0,N/A
62,297839,-6036,5000,0,N/A
63,302839,-6952,5000,0,N/A
64,307839,-6296,5000,0,N/A
65,312839,-16744,5000,0,N/A
66,317839,-23496,5000,0,N/A
67,322839,-23412,5000,0,N/A
68,327839,-21388,5000,0,N/A
69,332839,-8496,5000,0,N/A
70,337839,-6860,5000,0,N/A
71,342839,-7040,5000,0,N/A
72,347839,-6432,5000,0,N/A
73,352839,-6188,5000,0,N/A
74,357839,-6528,5000,0,N/A
75,362839,-5972,5000,0,N/A
76,367839,-6044,5000,0,N/A
77,372839,-5968,5000,0,N/A
78,377839,-6120,5000,0,N/A
79,382839,-13096,5000,0,N/A
80,387839,-23416,5000,0,N/A
81,392839,-23544,5000,0,N/A
82,397839,-23472,5000,0,N/A
83,402839,-23272,5000,0,N/A
84,407839,-23456,5000,0,N/A
85,412839,-23588,5000,0,N/A
86,417839,-23544,5000,0,N/A
87,422839,-23428,5000,0,N/A
88,427839,-23492,5000,0,N/A
89,432839,-23556,5000,0,N/A
90,437839,-23436,5000,0,N/A
91,442839,-23448,5000,0,N/A
92,447839,-21180,5000,0,N/A
93,452839,-8728,5000,0,N/A
94,457839,-7672,5000,0,N/A
95,462839,-6640,5000,0,N/A
96,467839,-6080,5000,0,N/A
97,470788,-4074,2949,1,N/A
98,475788,-6292,5000,0,N/A
99,480788,-6160,5000,0,N/A
100,485788,-5952,5000,0,N/A
101,490788,-6040,5000,0,N/A
102,495788,-6024,5000,0,N/A
103,500000,-5088,4212,0,N/A
