episode,steps_so_far,ep_reward,ep_length,success,epsilon
1,2117,-5610,2117,1,N/A
2,2463,-771,346,1,N/A
3,3841,-2843,1378,1,N/A
4,4130,-710,289,1,N/A
5,9130,-10668,5000,0,N/A
6,13190,-11965,4060,1,N/A
7,18190,-13540,5000,0,N/A
8,23190,-11820,5000,0,N/A
9,28190,-10700,5000,0,N/A
10,32972,-9743,4782,1,N/A
11,37972,-10536,5000,0,N/A
12,42972,-10352,5000,0,N/A
13,47972,-10288,5000,0,N/A
14,52972,-10080,5000,0,N/A
15,57972,-13000,5000,0,N/A
16,61031,-7352,3059,1,N/A
17,62839,-4761,1808,1,N/A
18,67839,-8804,5000,0,N/A
19,70459,-4173,2620,1,N/A
20,73063,-4733,2604,1,N/A
21,78063,-7764,5000,0,N/A
22,83063,-7664,5000,0,N/A
23,86137,-5131,3074,1,N/A
24,91137,-10408,5000,0,N/A
25,96137,-21132,5000,0,N/A
26,99256,-6492,3119,1,N/A
27,104256,-9808,5000,0,N/A
28,108092,-6349,3836,1,N/A
29,113092,-8340,5000,0,N/A
30,118092,-7056,5000,0,N/A
31,123092,-7976,5000,0,N/A
32,128092,-7828,5000,0,N/A
33,133092,-7968,5000,0,N/A
34,138092,-7336,5000,0,N/A
35,138720,-1653,628,1,N/A
36,143720,-7560,5000,0,N/A
37,148720,-7032,5000,0,N/A
38,153720,-6820,5000,0,N/A
39,158720,-8056,5000,0,N/A
40,161507,-4416,2787,1,N/A
41,166507,-7544,5000,0,N/A
42,171507,-6464,5000,0,N/A
43,176507,-6356,5000,0,N/A
44,181507,-8884,5000,0,N/A
45,186507,-7644,5000,0,N/A
46,191507,-8232,5000,0,N/A
47,194106,-5892,2599,1,N/A
48,199106,-8664,5000,0,N/A
49,204106,-7068,5000,0,N/A
50,209106,-6232,5000,0,N/A
51,214106,-6088,5000,0,N/A
52,219106,-7180,5000,0,N/A
53,221184,-3359,2078,1,N/A
54,226184,-6688,5000,0,N/A
55,231184,-6836,5000,0,N/A
56,236184,-6068,5000,0,N/A
57,241184,-6088,5000,0,N/A
58,246184,-6916,5000,0,N/A
59,251184,-6056,5000,0,N/A
60,256184,-7836,5000,0,N/A
61,261184,-6268,5000,0,N/A
62,266184,-6740,5000,0,N/A
63,271184,-6304,5000,0,N/A
64,276184,-7064,5000,0,N/A
65,281184,-9212,5000,0,N/A
66,286184,-7260,5000,0,N/A
67,291184,-6060,5000,0,N/A
68,296184,-6076,5000,0,N/A
69,301184,-6052,5000,0,N/A
70,306184,-6048,5000,0,N/A
71,311184,-6148,5000,0,N/A
72,316184,-7928,5000,0,N/A
73,321184,-6060,5000,0,N/A
74,326184,-6044,5000,0,N/A
75,331184,-6068,5000,0,N/A
76,336184,-6064,5000,0,N/A
77,341184,-6044,5000,0,N/A
78,346184,-6052,5000,0,N/A
79,351184,-6060,5000,0,N/A
80,356184,-6056,5000,0,N/A
81,361184,-6040,5000,0,N/A
82,366184,-6040,5000,0,N/A
83,371184,-6044,5000,0,N/A
84,376184,-6076,5000,0,N/A
85,381184,-17584,5000,0,N/A
86,386184,-23544,5000,0,N/A
87,391184,-23544,5000,0,N/A
88,396184,-23544,5000,0,N/A
89,401184,-23544,5000,0,N/A
90,406184,-23544,5000,0,N/A
91,411184,-23544,5000,0,N/A
92,416184,-23544,5000,0,N/A
93,421184,-23544,5000,0,N/A
94,426184,-23544,5000,0,N/A
95,431184,-23544,5000,0,N/A
96,436184,-23544,5000,0,N/A
97,441184,-23544,5000,0,N/A
98,446184,-23544,5000,0,N/A
99,451184,-23488,5000,0,N/A
100,456184,-23528,5000,0,N/A
101,461184,-23544,5000,0,N/A
102,466184,-20852,5000,0,N/A
103,471184,-7352,5000,0,N/A
104,476184,-6596,5000,0,N/A
105,481184,-6404,5000,0,N/A
106,486184,-6052,5000,0,N/A
107,491184,-6052,5000,0,N/A
108,496184,-6048,5000,0,N/A
109,500000,-4640,3816,0,N/A
